sdt_filename,fit_set_key,fit_folder,n_components,params_available
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,fitet-sf-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,fitet-sf-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,fitet-sz-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,fitet-sz-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,fitet-sf-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,fitet-sf-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,fitet-sz-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,fitet-sz-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,fitet-sf-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,fitet-sf-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,fitet-sz-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,fitet-sz-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,fitet-sf-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,fitet-sf-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,fitet-sz-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,fitet-sz-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,fitet-sf-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,fitet-sf-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,fitet-sz-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,fitet-sz-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,fitet-sf-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,fitet-sf-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,fitet-sz-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,fitet-sz-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b1::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,fitet-sf-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b3::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,fitet-sf-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b9::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b1::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,fitet-sz-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b3::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,fitet-sz-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b9::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b1::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,fitet-sf-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b3::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,fitet-sf-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b9::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b1::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,fitet-sz-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b3::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,fitet-sz-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b9::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b1::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,fitet-sf-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b3::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,fitet-sf-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b9::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b1::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,fitet-sz-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b3::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,fitet-sz-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b9::3_BKOCO2live_posn11_to_13_740nm_3085mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,fitet-sf-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,fitet-sf-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,fitet-sz-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,fitet-sz-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,fitet-sf-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,fitet-sf-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,fitet-sz-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,fitet-sz-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260521_KPC_live_SLIM::fitet-sz-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,fitet-sz-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b1::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,fitet-sf-c2-b1,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b3::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,fitet-sf-c2-b3,2,"a1, a2, chi2, photons, tau1, tau2"
3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260521_KPC_live_SLIM::fitet-sf-c2-b9::3_BKOCO2live_740nm_3085mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,fitet-sf-c2-b9,2,"a1, a2, chi2, photons, tau1, tau2"
