filename,session,G_urea_interp,S_urea_interp,dist_from_10,urea_phase_add,urea_mod_scale
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00331,0.00857,0.00919,-0.008542,0.996667
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00328,0.00857,0.00918,-0.008545,0.996694
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00325,0.00857,0.00917,-0.008547,0.996721
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00323,0.00858,0.00916,-0.008549,0.996748
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.0032,0.00858,0.00916,-0.008552,0.996776
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00317,0.00858,0.00915,-0.008554,0.996803
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00314,0.00858,0.00914,-0.008556,0.99683
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00312,0.00859,0.00913,-0.008559,0.996857
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00309,0.00859,0.00913,-0.008561,0.996885
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00306,0.00859,0.00912,-0.008563,0.996912
4_BKOCO2form20min_740nm_2995mW_u1_poc0p25_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00303,0.00859,0.00911,-0.008566,0.996939
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00292,0.0086,0.00908,-0.008575,0.997047
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.0029,0.0086,0.00908,-0.008577,0.997074
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00287,0.0086,0.00907,-0.008579,0.997102
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00284,0.00861,0.00906,-0.008582,0.997129
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00282,0.00861,0.00906,-0.008584,0.997156
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00279,0.00861,0.00905,-0.008586,0.997183
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00276,0.00861,0.00904,-0.008589,0.99721
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00273,0.00861,0.00904,-0.008591,0.997237
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00271,0.00862,0.00903,-0.008593,0.997265
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00268,0.00862,0.00903,-0.008596,0.997292
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00265,0.00862,0.00902,-0.008598,0.99732
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00262,0.00862,0.00901,-0.008601,0.997347
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.0026,0.00863,0.00901,-0.008603,0.997374
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00257,0.00863,0.009,-0.008605,0.997401
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00254,0.00863,0.009,-0.008608,0.997429
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00251,0.00863,0.00899,-0.00861,0.997456
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00223,0.00865,0.00894,-0.008634,0.997736
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.0022,0.00866,0.00893,-0.008636,0.997763
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00218,0.00866,0.00893,-0.008639,0.997791
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00215,0.00866,0.00892,-0.008641,0.997818
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00212,0.00866,0.00892,-0.008643,0.997845
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00209,0.00866,0.00891,-0.008646,0.997872
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00207,0.00867,0.00891,-0.008648,0.997899
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00204,0.00867,0.0089,-0.00865,0.997927
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00201,0.00867,0.0089,-0.008653,0.997954
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00199,0.00867,0.0089,-0.008655,0.997981
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00196,0.00867,0.00889,-0.008657,0.998009
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00193,0.00868,0.00889,-0.00866,0.998036
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.0019,0.00868,0.00888,-0.008662,0.998063
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00188,0.00868,0.00888,-0.008664,0.99809
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00185,0.00868,0.00888,-0.008667,0.998118
4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260509_KPC_fixed_dishes_on_SLIM,1.00182,0.00869,0.00887,-0.008669,0.998145
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260517_KPC_live_on_SLIM,1.01867,0.00632,0.01971,-0.006207,0.981652
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260517_KPC_live_on_SLIM,1.01886,0.00631,0.01989,-0.006195,0.981467
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260517_KPC_live_on_SLIM,1.01906,0.0063,0.02007,-0.006183,0.98128
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260517_KPC_live_on_SLIM,1.01925,0.00629,0.02025,-0.006171,0.981095
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260517_KPC_live_on_SLIM,1.01945,0.00628,0.02043,-0.006158,0.980907
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260517_KPC_live_on_SLIM,1.01964,0.00627,0.02061,-0.006146,0.980722
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260517_KPC_live_on_SLIM,1.01983,0.00626,0.02079,-0.006134,0.980536
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260517_KPC_live_on_SLIM,1.02003,0.00624,0.02098,-0.006122,0.980349
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260517_KPC_live_on_SLIM,1.02022,0.00623,0.02116,-0.006109,0.980162
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260517_KPC_live_on_SLIM,1.02042,0.00622,0.02134,-0.006097,0.979975
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260517_KPC_live_on_SLIM,1.02061,0.00621,0.02153,-0.006085,0.979787
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260517_KPC_live_on_SLIM,1.0208,0.0062,0.02171,-0.006072,0.979602
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260517_KPC_live_on_SLIM,1.021,0.00619,0.02189,-0.00606,0.979417
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260517_KPC_live_on_SLIM,1.02344,0.00605,0.02421,-0.005907,0.977081
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260517_KPC_live_on_SLIM,1.02363,0.00603,0.02439,-0.005895,0.976896
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260517_KPC_live_on_SLIM,1.02383,0.00602,0.02458,-0.005883,0.97671
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260517_KPC_live_on_SLIM,1.02563,0.00592,0.02631,-0.00577,0.974992
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260517_KPC_live_on_SLIM,1.02582,0.00591,0.02649,-0.005758,0.974809
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260517_KPC_live_on_SLIM,1.02602,0.0059,0.02668,-0.005746,0.974625
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260517_KPC_live_on_SLIM,1.02621,0.00588,0.02686,-0.005734,0.974442
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260517_KPC_live_on_SLIM,1.02641,0.00587,0.02705,-0.005721,0.974257
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260517_KPC_live_on_SLIM,1.0266,0.00586,0.02724,-0.005709,0.974074
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260517_KPC_live_on_SLIM,1.02679,0.00585,0.02742,-0.005697,0.973891
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260517_KPC_live_on_SLIM,1.02699,0.00584,0.02761,-0.005685,0.973707
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260517_KPC_live_on_SLIM,1.02718,0.00583,0.0278,-0.005673,0.973523
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260517_KPC_live_on_SLIM,1.02738,0.00582,0.02799,-0.005661,0.973338
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260517_KPC_live_on_SLIM,1.02757,0.0058,0.02818,-0.005649,0.973153
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260517_KPC_live_on_SLIM,1.02776,0.00579,0.02836,-0.005637,0.97297
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260517_KPC_live_on_SLIM,1.02796,0.00578,0.02855,-0.005625,0.972787
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260517_KPC_live_on_SLIM,1.02815,0.00577,0.02874,-0.005613,0.972604
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260517_KPC_live_on_SLIM,1.02835,0.00576,0.02893,-0.005601,0.97242
3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260517_KPC_live_on_SLIM,1.02854,0.00575,0.02911,-0.005589,0.972236
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260517_KPC_live_on_SLIM,1.03031,0.00565,0.03084,-0.005479,0.970563
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260517_KPC_live_on_SLIM,1.03051,0.00563,0.03102,-0.005467,0.970381
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260517_KPC_live_on_SLIM,1.03201,0.00555,0.03249,-0.005374,0.96897
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260517_KPC_live_on_SLIM,1.03263,0.00551,0.03309,-0.005336,0.968384
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260517_KPC_live_on_SLIM,1.03283,0.0055,0.03329,-0.005324,0.968201
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260517_KPC_live_on_SLIM,1.03302,0.00549,0.03347,-0.005312,0.968021
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260517_KPC_live_on_SLIM,1.03321,0.00548,0.03366,-0.0053,0.96784
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260517_KPC_live_on_SLIM,1.03341,0.00546,0.03385,-0.005288,0.967657
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260517_KPC_live_on_SLIM,1.0336,0.00545,0.03404,-0.005276,0.967476
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260517_KPC_live_on_SLIM,1.03405,0.00543,0.03448,-0.005249,0.967056
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260517_KPC_live_on_SLIM,1.03441,0.00541,0.03484,-0.005226,0.966718
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260517_KPC_live_on_SLIM,1.03461,0.0054,0.03503,-0.005215,0.966537
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260517_KPC_live_on_SLIM,1.03532,0.00535,0.03572,-0.005171,0.965875
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260517_KPC_live_on_SLIM,1.03551,0.00534,0.03591,-0.005159,0.965693
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260517_KPC_live_on_SLIM,1.03571,0.00533,0.0361,-0.005147,0.965512
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260517_KPC_live_on_SLIM,1.0359,0.00532,0.03629,-0.005135,0.965331
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260517_KPC_live_on_SLIM,1.03733,0.00524,0.03769,-0.005048,0.964002
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260517_KPC_live_on_SLIM,1.03752,0.00523,0.03788,-0.005036,0.963823
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260517_KPC_live_on_SLIM,1.03772,0.00521,0.03807,-0.005024,0.963643
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260517_KPC_live_on_SLIM,1.03849,0.00517,0.03884,-0.004977,0.962921
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260517_KPC_live_on_SLIM,1.03869,0.00516,0.03903,-0.004965,0.96274
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260517_KPC_live_on_SLIM,1.03888,0.00515,0.03922,-0.004953,0.962562
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260517_KPC_live_on_SLIM,1.03908,0.00513,0.03941,-0.004942,0.962382
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260517_KPC_live_on_SLIM,1.03927,0.00512,0.0396,-0.00493,0.962202
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260517_KPC_live_on_SLIM,1.03994,0.00508,0.04026,-0.004889,0.961581
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260517_KPC_live_on_SLIM,1.04045,0.00505,0.04076,-0.004858,0.961112
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260517_KPC_live_on_SLIM,1.04065,0.00504,0.04096,-0.004846,0.960931
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260517_KPC_live_on_SLIM,1.04111,0.00502,0.04141,-0.004818,0.960505
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260517_KPC_live_on_SLIM,1.0413,0.00501,0.0416,-0.004807,0.960326
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260517_KPC_live_on_SLIM,1.0415,0.00499,0.0418,-0.004795,0.960146
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260517_KPC_live_on_SLIM,1.04169,0.00498,0.04199,-0.004783,0.959967
3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260517_KPC_live_on_SLIM,1.04209,0.00496,0.04238,-0.004759,0.959597
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260520_KPC_fixed_dishes_SLIM,1.00067,0.00733,0.00736,-0.007327,0.999302
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260520_KPC_fixed_dishes_SLIM,1.00069,0.00733,0.00736,-0.007323,0.99928
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260520_KPC_fixed_dishes_SLIM,1.00072,0.00732,0.00736,-0.007319,0.999257
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260520_KPC_fixed_dishes_SLIM,1.00074,0.00732,0.00736,-0.007316,0.999235
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260520_KPC_fixed_dishes_SLIM,1.00076,0.00732,0.00736,-0.007312,0.999213
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260520_KPC_fixed_dishes_SLIM,1.00078,0.00731,0.00736,-0.007309,0.99919
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260520_KPC_fixed_dishes_SLIM,1.00081,0.00731,0.00736,-0.007305,0.999168
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260520_KPC_fixed_dishes_SLIM,1.00083,0.00731,0.00735,-0.007301,0.999145
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260520_KPC_fixed_dishes_SLIM,1.00085,0.0073,0.00735,-0.007298,0.999123
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260520_KPC_fixed_dishes_SLIM,1.00087,0.0073,0.00735,-0.007294,0.9991
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260520_KPC_fixed_dishes_SLIM,1.0009,0.0073,0.00735,-0.00729,0.999078
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260520_KPC_fixed_dishes_SLIM,1.00092,0.00729,0.00735,-0.007287,0.999055
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260520_KPC_fixed_dishes_SLIM,1.00094,0.00729,0.00735,-0.007283,0.999033
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260520_KPC_fixed_dishes_SLIM,1.00096,0.00729,0.00735,-0.007279,0.99901
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260520_KPC_fixed_dishes_SLIM,1.00099,0.00728,0.00735,-0.007276,0.998988
3_KPCWTform10min_740nm_3082mW_u1_poc0p25_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260520_KPC_fixed_dishes_SLIM,1.00101,0.00728,0.00735,-0.007272,0.998965
